"一级","专业名","专业id","专业编码","别名"
机械设计制造类,智能光电制造技术,102141,"0/102131/102141","智能光电制造技术,Intelligent optoelectronic manufacturing technology"
机械设计制造类,内燃机制造与应用技术,102142,"0/102131/102142","内燃机制造与应用技术,Internal combustion engine manufacturing and application technology"
机械设计制造类,机械装备制造技术,102143,"0/102131/102143","机械装备制造技术,Mechanical equipment manufacturing technology"
机械设计制造类,工业产品质量检测技术,102144,"0/102131/102144","工业产品质量检测技术,Industrial product quality testing technology"
机械设计制造类,理化测试与质检技术,102145,"0/102131/102145","理化测试与质检技术,Physical and chemical testing and quality inspection technology"
机械设计制造类,机械制造技术,102146,"0/102131/102146","机械制造技术,Mechanical Manufacturing Technology"
机械设计制造类,机械加工技术,102147,"0/102131/102147","机械加工技术,Machining Technology"
机械设计制造类,数控技术应用,102148,"0/102131/102148","数控技术应用,CNC technology application"
机械设计制造类,金属热加工,102149,"0/102131/102149","金属热加工,Metal Hot Processing"
机械设计制造类,焊接技术应用,102150,"0/102131/102150","焊接技术应用,Welding technology application"
机械设计制造类,金属表面处理技术应用,102151,"0/102131/102151","金属表面处理技术应用,Metal surface treatment technology application"
机械设计制造类,增材制造技术应用,102152,"0/102131/102152","增材制造技术应用,Additive Manufacturing Technology Application"
机械设计制造类,模具制造技术,102153,"0/102131/102153","模具制造技术,Mold manufacturing technology"
机械设计制造类,机械设计制造及自动化,102154,"0/102131/102154","机械设计制造及自动化,Mechanical design, manufacturing and automation"
机械设计制造类,智能制造工程技术,102155,"0/102131/102155","智能制造工程技术,Intelligent Manufacturing Engineering Technology"
机械设计制造类,材料成型及控制工程,102156,"0/102131/102156","材料成型及控制工程,Material Forming and Control Engineering"
公共服务类,现代家政服务与管理,102158,"0/102157/102158","现代家政服务与管理,Modern Housekeeping Service and Management"
公共服务类,智慧健康养老服务与管理,102159,"0/102157/102159","智慧健康养老服务与管理,Smart health care services and management"
公共服务类,婚庆服务与管理,102160,"0/102157/102160","婚庆服务与管理,Wedding services and management"
公共服务类,现代殡葬技术与管理,102161,"0/102157/102161","现代殡葬技术与管理,Modern Funeral Technology and Management"
公共服务类,殡葬设备维护技术,102162,"0/102157/102162","殡葬设备维护技术,Funeral equipment maintenance technology"
公共服务类,陵园服务与管理,102163,"0/102157/102163","陵园服务与管理,Cemetery services and management"
公共服务类,智慧健康养老服务,102164,"0/102157/102164","智慧健康养老服务,Smart health care services"
公共服务类,老年人服务与管理,102165,"0/102157/102165","老年人服务与管理,Elderly Services and Management"
公共服务类,殡葬服务与管理,102166,"0/102157/102166","殡葬服务与管理,Funeral Services and Management"
公共服务类,母婴照护,102167,"0/102157/102167","母婴照护,Maternal and Child Care"
公共服务类,现代家政管理,102168,"0/102157/102168","现代家政管理,Modern Housekeeping Management"
公共服务类,智慧健康养老管理,102169,"0/102157/102169","智慧健康养老管理,Smart health and elderly care management"
轻工类,轻化工程,102171,"0/102170/102171","轻化工程,Light chemical engineering"
轻工类,包装工程,102172,"0/102170/102172","包装工程,Packaging Engineering"
轻工类,印刷工程,102173,"0/102170/102173","印刷工程,Printing Engineering"
轻工类,香料香精技术与工程,102174,"0/102170/102174","香料香精技术与工程,Flavor and Fragrance Technology and Engineering"
轻工类,化妆品技术与工程,102175,"0/102170/102175","化妆品技术与工程,Cosmetic Technology and Engineering"
轻工类,生物质能源与材料,102176,"0/102170/102176","生物质能源与材料,Biomass Energy and Materials"
印刷类,数字印刷技术,102178,"0/102177/102178","数字印刷技术,Digital printing technology"
印刷类,印刷媒体技术,102179,"0/102177/102179","印刷媒体技术,Print Media Technology"
印刷类,印刷数字图文技术,102180,"0/102177/102180","印刷数字图文技术,Printing digital graphics technology"
印刷类,印刷设备应用技术,102181,"0/102177/102181","印刷设备应用技术,Printing equipment application technology"
印刷类,数字印刷工程,102182,"0/102177/102182","数字印刷工程,Digital printing engineering"
铁道运输类,高速铁路施工与维护,102184,"0/102183/102184","高速铁路施工与维护,High-speed railway construction and maintenance"
铁道运输类,铁道桥梁隧道工程技术,102185,"0/102183/102185","铁道桥梁隧道工程技术,Railway Bridge and Tunnel Engineering Technology"
铁道运输类,铁道养路机械应用技术,102186,"0/102183/102186","铁道养路机械应用技术,Railway Maintenance Machinery Application Technology"
铁道运输类,铁道机车运用与维护,102187,"0/102183/102187","铁道机车运用与维护,Railway locomotive operation and maintenance"
铁道运输类,铁道车辆技术,102188,"0/102183/102188","铁道车辆技术,Railway vehicle technology"
铁道运输类,铁道供电技术,102189,"0/102183/102189","铁道供电技术,Railway power supply technology"
铁道运输类,动车组检修技术,102190,"0/102183/102190","动车组检修技术,EMU Maintenance Technology"
铁道运输类,高速铁路综合维修技术,102191,"0/102183/102191","高速铁路综合维修技术,High-speed railway comprehensive maintenance technology"
铁道运输类,铁道信号自动控制,102192,"0/102183/102192","铁道信号自动控制,Railway signal automatic control"
铁道运输类,铁道通信与信息化技术,102193,"0/102183/102193","铁道通信与信息化技术,Railway Communication and Information Technology"
铁道运输类,高速铁路客运服务,102194,"0/102183/102194","高速铁路客运服务,High-speed rail passenger service"
铁道运输类,铁道工程施工与维护,102195,"0/102183/102195","铁道工程施工与维护,Railway engineering construction and maintenance"
铁道运输类,电力机车运用与检修,102196,"0/102183/102196","电力机车运用与检修,Electric locomotive operation and maintenance"
铁道运输类,内燃机车运用与检修,102197,"0/102183/102197","内燃机车运用与检修,Diesel locomotive operation and maintenance"
铁道运输类,铁道车辆运用与检修,102198,"0/102183/102198","铁道车辆运用与检修,Railway vehicle operation and maintenance"
铁道运输类,电气化铁道供电,102199,"0/102183/102199","电气化铁道供电,Electric railway power supply"
铁道运输类,铁道信号施工与维护,102200,"0/102183/102200","铁道信号施工与维护,Railway signal construction and maintenance"
铁道运输类,铁道运输服务,102201,"0/102183/102201","铁道运输服务,Railway transportation services"
铁道运输类,高速铁路乘务,102202,"0/102183/102202","高速铁路乘务,High-speed railway crew"
铁道运输类,铁道桥梁隧道施工与维护,102203,"0/102183/102203","铁道桥梁隧道施工与维护,Railway bridge and tunnel construction and maintenance"
铁道运输类,高速铁路工程,102204,"0/102183/102204","高速铁路工程,High-speed railway projects"
铁道运输类,高速铁路动车组技术,102205,"0/102183/102205","高速铁路动车组技术,High-speed railway EMU technology"
铁道运输类,高速铁路信号控制技术,102206,"0/102183/102206","高速铁路信号控制技术,High-speed railway signal control technology"
铁道运输类,铁道机车智能运用技术,102207,"0/102183/102207","铁道机车智能运用技术,Intelligent application technology of railway locomotive"
铁道运输类,高速铁路运营管理,102208,"0/102183/102208","高速铁路运营管理,High-speed railway operation management"
应用经济学类,应用经济学,102210,"0/102209/102210","应用经济学,Applied Economics"
道路运输类,道路与桥梁工程技术,102212,"0/102211/102212","道路与桥梁工程技术,Road and Bridge Engineering Technology"
道路运输类,道路机械化施工技术,102213,"0/102211/102213","道路机械化施工技术,Mechanized road construction technology"
道路运输类,智能工程机械运用技术,102214,"0/102211/102214","智能工程机械运用技术,Intelligent construction machinery application technology"
道路运输类,道路工程检测技术,102215,"0/102211/102215","道路工程检测技术,Road Engineering Inspection Technology"
道路运输类,道路工程造价,102216,"0/102211/102216","道路工程造价,Road engineering cost"
道路运输类,道路养护与管理,102217,"0/102211/102217","道路养护与管理,Road maintenance and management"
道路运输类,智能交通技术,102218,"0/102211/102218","智能交通技术,Intelligent transportation technology"
道路运输类,道路运输管理,102219,"0/102211/102219","道路运输管理,Road transport management"
道路运输类,交通运营管理,102220,"0/102211/102220","交通运营管理,Traffic Operation Management"
道路运输类,汽车技术服务与营销,102221,"0/102211/102221","汽车技术服务与营销,Automotive technical service and marketing"
道路运输类,汽车检测与维修技术,102222,"0/102211/102222","汽车检测与维修技术,Automobile inspection and maintenance technology"
道路运输类,新能源汽车检测与维修技术,102223,"0/102211/102223","新能源汽车检测与维修技术,New energy vehicle inspection and maintenance technology"
道路运输类,道路与桥梁工程施工,102224,"0/102211/102224","道路与桥梁工程施工,Road and bridge construction"
道路运输类,公路养护与管理,102225,"0/102211/102225","公路养护与管理,Highway maintenance and management"
道路运输类,交通运营服务,102226,"0/102211/102226","交通运营服务,Traffic operation services"
道路运输类,交通工程机械运用与维修,102227,"0/102211/102227","交通工程机械运用与维修,Traffic engineering machinery operation and maintenance"
