标签名,公司名,公司别名
区域百强,源山投资控股有限公司,源山投资控股有限公司
瞪羚企业,溪木源,
全国高新区盈利能力百强,滁州高新技术产业开发区,
独角兽,满懿 (上海) 房地产咨询有限公司,"满懿 (上海) 房地产咨询有限公司,爱屋吉屋,满懿"
瞪羚企业,滴普科技,
上市公司,漳州片仔癀药业股份有限公司,"漳州片仔癀药业股份有限公司,片仔癀,QUEEN,片仔癀[股票]"
上市公司,潍坊亚星化学股份有限公司,"潍坊亚星化学股份有限公司,亚星化学"
上市公司,潍坊北大青鸟华光科技股份有限公司,"潍坊北大青鸟华光科技股份有限公司,华光"
全国高新区盈利能力百强,潍坊高新技术产业开发区,
"上市公司,中国500强",潍柴动力股份有限公司,"潍柴动力股份有限公司,Weichai Power Co., Ltd.,潍柴动力"
上市公司,潍柴重机股份有限公司,"潍柴重机股份有限公司,潍柴重机,Weichai Heavy Machinery Co., Ltd.,山东巨力股份有限公司"
上市公司,潜江永安药业股份有限公司,"潜江永安药业股份有限公司,永安药业,QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.,建安大永明金融集团"
上市公司,潜能恒信能源技术股份有限公司,"潜能恒信能源技术股份有限公司,SINO GEOPHYSICAL CO.,LTD,潜能恒信,北京潜能恒信地球物理技术有限公司"
"世界500强,中国500强",潞安集团,"潞安集团,SHANXI LUAN MINING GROUP"
上市公司,潮州三环(集团)股份有限公司,"潮州三环(集团)股份有限公司,三环集团,CHAOZHOU THREE-CIRCLE (GROUP) CO.,LTD.,地方国营潮州市无线电瓷件厂,潮州三环"
瞪羚企业,澎立生物,
世界500强,澳大利亚伍尔沃斯公司,"澳大利亚伍尔沃斯公司,WOOLWORTHS,澳洲伍尔沃斯"
世界500强,澳大利亚国民银行,"澳大利亚国民银行,NATIONAL AUSTRALIA BANK,澳大利亚国民"
世界500强,澳新银行集团,"澳新银行集团,AUSTRALIA & NEW ZEALAND BANKING GROUP,澳新银行"
上市公司,澳柯玛股份有限公司,"澳柯玛股份有限公司,澳柯玛,澳柯玛集团,青岛澳柯玛股份有限公司,厦门建发纸业有限公司"
世界500强,澳洲联邦银行,"澳洲联邦银行,COMMONWEALTH BANK OF AUSTRALIA"
上市公司,濮阳惠成电子材料股份有限公司,"濮阳惠成电子材料股份有限公司,濮阳惠成,Puyang Huicheng Electronic Material Co., Ltd.,濮阳惠成化工有限公司"
上市公司,濮阳濮耐高温材料(集团)股份有限公司,"濮阳濮耐高温材料(集团)股份有限公司,Puyang Refractories Group Co., Ltd,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司,濮阳濮耐高温材料有限公司"
瞪羚企业,瀚海新酶,
上市公司,瀚蓝环境股份有限公司,"瀚蓝环境股份有限公司,南海发展,瀚蓝环境"
瞪羚企业,瀚薪科技,
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",火山引擎,
独角兽,炫一下(北京)科技有限公司,"炫一下(北京)科技有限公司,一下科技,小咖秀"
"中国药品研发综合实力100强,上市公司",烟台东诚药业集团股份有限公司,"烟台东诚药业集团股份有限公司,东诚药业,Yantai Dongcheng Biochemicals Co.,Ltd.,烟台东诚生化股份有限公司,烟台东诚生化有限公司"
上市公司,烟台中宠食品股份有限公司,"烟台中宠食品股份有限公司,YANTAI CHINA PET FOODS CO., LTD.,中宠股份,顽皮,烟台中宠食品有限公司"
上市公司,烟台双塔食品股份有限公司,"烟台双塔食品股份有限公司,双塔食品,YAN TAI SHUANG TA FOOD CO.,LTD,,烟台双塔食品"
上市公司,烟台园城黄金股份有限公司,"烟台园城黄金股份有限公司,Yantai Yuancheng Gold Co.,Ltd,园城黄金,烟台园城企业集团股份有限公司"
"上市公司,驰名商标",烟台张裕葡萄酿酒股份有限公司,"烟台张裕葡萄酿酒股份有限公司,张裕,YANTAI CHANGYU PIONEER WINE COMPANY LIMITED,张裕A,烟台张裕葡萄酒"
上市公司,烟台杰瑞石油服务集团股份有限公司,"烟台杰瑞石油服务集团股份有限公司,杰瑞股份,Yantai Jereh Oilfield Services Group Co., Ltd.,烟台杰瑞设备集团有限公司"
上市公司,烟台正海生物科技股份有限公司,"烟台正海生物科技股份有限公司,正海生物,Yantai Zhenghai Bio-Tech Co., Ltd.,烟台正海生物技术有限公司"
上市公司,烟台正海磁性材料股份有限公司,"烟台正海磁性材料股份有限公司,Yantai Zhenghai Magnetic Material Co.,Ltd.,正海磁材,烟台正海磁性材料有限公司"
上市公司,烟台泰和新材料股份有限公司,"烟台泰和新材料股份有限公司,YANTAI TAYHO ADVANCED MATERIALS CO.,LTD.,泰和新材,烟台氨纶股份有限公司"
全国高新区盈利能力百强,烟台高新技术产业开发区,
上市公司,烟台龙源电力技术股份有限公司,"烟台龙源电力技术股份有限公司,YANTAI LONGYUAN POWER TECHNOLOGY CO., LTD.,龙源技术,龙源电力"
"上市公司,中国500强",烽火通信科技股份有限公司,"烽火通信科技股份有限公司,烽火通信"
上市公司,焦作万方铝业股份有限公司,"焦作万方铝业股份有限公司,JiaoZuo WanFang Aluminum Manufacturing Co., Ltd,焦作万方"
上市公司,焦点科技股份有限公司,"焦点科技股份有限公司,焦点科技,Focus Technology Co.,Ltd.,中国制造网,南京焦点科技,南京焦点科技开发有限公司"
上市公司,熊猫金控股份有限公司,"熊猫金控股份有限公司,熊猫烟花,湖南浏阳花炮股份有限公司,熊猫金控"
瞪羚企业,熙华检测,
世界500强,爱信精机,"爱信精机,AISIN SEIKI"
上市公司,爱尔眼科医院集团股份有限公司,"爱尔眼科医院集团股份有限公司,爱尔眼科,Aier Eye Hospital Group Co.,Ltd."
瞪羚企业,爱科百发,
世界500强,爱立信公司,"爱立信公司,LM ERICSSON,爱立信（L.M. ERICSSON）,爱立信"
瞪羚企业,爱芯元智,
CNPP中华老字号行业十大品牌,片仔癀药业,
上市公司,牡丹江恒丰纸业股份有限公司,"牡丹江恒丰纸业股份有限公司,恒丰纸业,牡丹江天宇股份有限公司"
上市公司,牧原食品股份有限公司,"牧原食品股份有限公司,牧原股份,Muyuan Foods Co.,Ltd.,河南省内乡县牧原养殖有限公司"
"《财富》中国500强,世界500强,中国500强,区域百强",物产中大集团股份有限公司,"物产中大集团股份有限公司,WUCHAN ZHONGDA GROUP,浙江中大集团股份有限公司,物产中大"
上市公司,特一药业集团股份有限公司,"特一药业集团股份有限公司,TEYI PHARMACEUTICAL GROUP CO.,LTD,特一药业,广东台城制药股份有限公司,广东台城制药有限公司"
"上市公司,中国500强",特变电工股份有限公司,"特变电工股份有限公司,特变电工"
驰名商标,特步(中国)有限公司,
瞪羚企业,特纳飞,
世界500强,特许通讯公司,"特许通讯公司,CHARTER COMMUNICATIONS,特许通讯"
瞪羚企业,猎声电子,
上市公司,獐子岛集团股份有限公司,"獐子岛集团股份有限公司,獐子岛,ZHANGZIDAO GROUP CO.,LTD.,大连獐子岛渔业集团股份有限公司,大连獐子岛渔业集团公司,大连獐子岛渔业集团有限公司,獐子岛集团"
中国500强,玉柴国际有限公司,玉柴国际有限公司
全国高新区盈利能力百强,玉溪高新技术产业开发区,
"上市公司,中国500强",王府井集团股份有限公司,"王府井集团股份有限公司,王府井,Wangfujing Group Co.,Ltd.,北京王府井百货(集团)股份有限公司"
"中国500强,区域百强",玖龙纸业(控股)有限公司,"玖龙纸业(控股)有限公司,玖龙纸业,NineDragonsPaperHoldingsLimited法团名称玖龙纸业控股有限公司其他法团名称,(控股)有限公司(其他法团名称),玖龙纸业控股有限公司"
全球海运货代50强中的中国企业,环世物流（Worldwide Logistics Group）,
"中国500强,区域百强",环旭电子股份有限公司,"环旭电子股份有限公司,环旭电子"
区域百强,环胜电子(深圳)有限公司,"环胜电子(深圳)有限公司,环胜电子"
上市公司,环能科技股份有限公司,"环能科技股份有限公司,Scimee Sci.&Tech. Co.,Ltd,环能科技,四川德美环境技术有限责任公司"
上市公司,现代投资股份有限公司,"现代投资股份有限公司,现代投资,XIANDAI INVESTMENT CO., LTD"
世界500强,现代摩比斯公司,"现代摩比斯公司,HYUNDAI MOBIS,现代摩比斯汽车零部件有限公司,上海现代汽车配件有限公司,现代摩比斯"
世界500强,现代汽车,"现代汽车,HYUNDAI MOTOR,中国现代集团"
瞪羚企业,珞石机器人,
《财富》中国500强净资产收益率（ROE）10强,珠海万达商业管理集团股份有限公司,
上市公司,珠海世纪鼎利科技股份有限公司,"珠海世纪鼎利科技股份有限公司,Dingli Corp., Ltd,世纪鼎利,珠海世纪鼎利通信科技股份有限公司"
上市公司,珠海中富实业股份有限公司,"珠海中富实业股份有限公司,ZHUHAI ZHONGFU ENTERPRISE CO.,LTD,中富,中富实业"
上市公司,珠海健帆生物科技股份有限公司,"珠海健帆生物科技股份有限公司,Jafron Biomedical Co.,Ltd.,健帆生物"
上市公司,珠海光库科技股份有限公司,"珠海光库科技股份有限公司,光库科技,Advanced Fiber Resources (Zhuhai), Ltd.,光库通讯(珠海)有限公司"
上市公司,珠海全志科技股份有限公司,"珠海全志科技股份有限公司,全志科技,Allwinner Technology Co., Ltd."
"中国房地产企业稳健经营100强,中国房地产百强企业,上市公司,中国500强,地产百强",珠海华发实业股份有限公司,"珠海华发实业股份有限公司,华发控股,华发股份,珠海华发股份有限公司"
"中国银行业前100强,中国银行业100强",珠海华润银行,
上市公司,珠海华金资本股份有限公司,"珠海华金资本股份有限公司,Zhuhai Huajin Capital Co., Ltd.,华金资本,金华市仁高制管有限公司,浙江巨龙管业集团有限公司,金华市巨龙管业有限公司"
上市公司,珠海和佳医疗设备股份有限公司,"珠海和佳医疗设备股份有限公司,和佳股份,Zhuhai Hokai Medical Instruments Co., Ltd.,珠海市和佳医疗设备有限公司,和佳医疗"
上市公司,珠海市乐通化工股份有限公司,"珠海市乐通化工股份有限公司,乐通股份,LETONG CHEMICAL CO.,LTD."
区域百强,珠海市魅族科技有限公司,"珠海市魅族科技有限公司,魅族科技(中国)有限公司,魅族科技"
上市公司,珠海恒基达鑫国际化工仓储股份有限公司,"珠海恒基达鑫国际化工仓储股份有限公司,恒基达鑫,Zhuhai Winbase International Chemical Tank Terminal Co., Ltd."
"上市公司,中国500强",珠海格力电器股份有限公司,"珠海格力电器股份有限公司,GREE ELECTRIC APPLIANCES,INC.OF ZHUHAI CO.,LTD,格力电器"
上市公司,珠海欧比特宇航科技股份有限公司,"珠海欧比特宇航科技股份有限公司,欧比特,Zhuhai Orbita Aerospace Science & Technology Co.,Ltd,珠海欧比特控制工程股份有限公司"
上市公司,珠海汇金科技股份有限公司,"珠海汇金科技股份有限公司,SGSG Science&Technology Co., Ltd. Zhuhai,汇金科技"
上市公司,珠海润都制药股份有限公司,"珠海润都制药股份有限公司,润都股份,Zhuhai Rundu Pharmaceutical Co., Ltd.,润都制药"
上市公司,珠海港股份有限公司,"珠海港股份有限公司,ZHUHAI  PORT  CO., LTD,珠海港,富华集团股份有限公司"
上市公司,珠海英搏尔电气股份有限公司,"珠海英搏尔电气股份有限公司,Zhuhai Enpower Electric Co.,Ltd.,英搏尔"
上市公司,珠海赛隆药业股份有限公司,"珠海赛隆药业股份有限公司,赛隆药业,Zhuhai Sailong Pharmaceutical Co., Ltd.,珠海赛隆药业有限公司"
区域百强,珠海银隆新能源股份有限公司,"珠海银隆新能源股份有限公司,纽约梅隆银行"
全国高新区盈利能力百强,珠海高新技术产业开发区,
中国药品研发综合实力100强,球山耐约采创月限公可,
瞪羚企业,理想万里晖,
中国500强,理文造纸有限公司,"理文造纸有限公司,理文造纸"
瞪羚企业,琻捷电子,
八大会计师事务所,瑞华会计师事务所,"瑞华,Ruihua,Grant Thornton Reanda"
瞪羚企业,瑞博生物,
世界500强,瑞士ABB集团,"瑞士ABB集团,ABB,ABB集团"
全球保险品牌价值100强,瑞士人寿,
世界500强,瑞士信贷,"瑞士信贷,CREDIT SUISSE GROUP"
"全球保险品牌价值100强,世界500强",瑞士再保险股份有限公司,"瑞士再保险股份有限公司,SWISS RE,瑞士再保险"
世界500强,瑞士罗氏公司,"瑞士罗氏公司,ROCHE GROUP,罗氏"
区域百强,瑞声科技控股有限公司,"瑞声科技控股有限公司,瑞声科技"
"中国房地产企业综合实力100强,中国房地产企业稳健经营100强",瑞安房地产,
中国房地产百强企业,瑞安房地产有限公司,
"上市公司,中国500强",瑞康医药股份有限公司,"瑞康医药股份有限公司,Realcan Pharmaceutical Co.,Ltd.,瑞康医药,江苏广度医药有限公司"
上市公司,瑞泰科技股份有限公司,"瑞泰科技股份有限公司,瑞泰科技,Ruitai Materials Technology Co., Ltd."
"中国银行业前100强,中国银行业100强",瑞穗银行（中国）,
"上市公司,中国500强",瑞茂通供应链管理股份有限公司,"瑞茂通供应链管理股份有限公司,Ccs Supply Chain Management Co.,Ltd.,瑞茂通,易煤网,山东九发食用菌股份有限公司"
世界500强,瑞银集团,"瑞银集团,UBS GROUP,瑞银"
全国高新区盈利能力百强,璧山高新技术产业开发区,
世界500强,瓦莱罗能源公司,"瓦莱罗能源公司,VALERO ENERGY,瓦莱罗能源"
瞪羚企业,甄云科技,
"中国生物药研发实力50强,中国药品研发综合实力100强,中国药品研发综合实力100强",甘李药业股份有限公司,
上市公司,甘肃上峰水泥股份有限公司,"甘肃上峰水泥股份有限公司,上峰水泥,GANSU SHANGFENG CEMENT CO., LTD,浙江上峰包装集团有限公司"
