一级,二级,技能名,技能id,技能编码,别名
幕墙工程师,地产业态,工业地产,113209,0/113204/113208/113209,"工业地产,Industrial real estate"
幕墙工程师,地产业态,办公地产,113210,0/113204/113208/113210,"办公地产,Office real estate"
幕墙工程师,地产业态,文旅地产,113211,0/113204/113208/113211,"文旅地产,Cultural and Tourism Real Estate"
幕墙工程师,地产业态,综合体,113212,0/113204/113208/113212,"综合体,Complex"
幕墙工程师,地产业态,商业地产,113213,0/113204/113208/113213,"商业地产,Commercial real estate"
幕墙工程师,地产业态,海外地产,113214,0/113204/113208/113214,"海外地产,Overseas real estate"
幕墙工程师,地产业态,旧改项目,113216,0/113204/113208/113216,"旧改项目,Urban Renewal Project"
幕墙工程师,地产业态,酒店公寓,113217,0/113204/113208/113217,"酒店公寓,Hotel Apartment"
幕墙工程师,地产业态,住宅地产,113218,0/113204/113208/113218,"住宅地产,Residential Real Estate"
幕墙工程师,建筑类型,绿色建筑,113220,0/113204/113219/113220,"绿色建筑,Green Building"
幕墙工程师,建筑类型,装配式建筑,113221,0/113204/113219/113221,"装配式建筑,Prefabricated Buildings"
幕墙工程师,建筑类型,农业建筑,113222,0/113204/113219/113222,"农业建筑,Agricultural buildings"
幕墙工程师,建筑类型,历史建筑,113223,0/113204/113219/113223,"历史建筑,Historic buildings"
幕墙工程师,建筑类型,公共建筑,113225,0/113204/113219/113225,"公共建筑,Public buildings"
幕墙工程师,建筑类型,智能建筑,113226,0/113204/113219/113226,"智能建筑,Intelligent Buildings"
幕墙工程师,建筑软件,神机妙算,113228,0/113204/113227/113228,"神机妙算,Shengjimiaosuan"
幕墙工程师,建筑软件,ArchiCAD,113229,0/113204/113227/113229,ArchiCAD
幕墙工程师,建筑软件,天正,113230,0/113204/113227/113230,"天正,TArch"
幕墙工程师,建筑软件,广联达,113232,0/113204/113227/113232,"广联达,Glodon"
幕墙工程师,建筑软件,Tekla,113233,0/113204/113227/113233,Tekla
幕墙工程师,建筑软件,DIALux,113234,0/113204/113227/113234,DIALux
幕墙工程师,建筑软件,Revit,113235,0/113204/113227/113235,Revit
幕墙工程师,建筑软件,斯维尔,113236,0/113204/113227/113236,"斯维尔,THSWARE"
幕墙工程师,建筑软件,品茗,113237,0/113204/113227/113237,"品茗,Pinming"
幕墙工程师,建筑软件,PKPM,113238,0/113204/113227/113238,PKPM
幕墙工程师,建筑软件,Navisworks,113239,0/113204/113227/113239,Navisworks
幕墙工程师,幕墙方向,金属幕墙,113241,0/113204/113240/113241,"金属幕墙,Metal curtain wall"
幕墙工程师,幕墙方向,光电幕墙,113242,0/113204/113240/113242,"光电幕墙,Photovoltaic curtain wall"
幕墙工程师,幕墙方向,商业幕墙,113243,0/113204/113240/113243,"商业幕墙,Commercial curtain wall"
幕墙工程师,幕墙方向,曲面幕墙,113244,0/113204/113240/113244,"曲面幕墙,Curved curtain wall"
幕墙工程师,幕墙方向,玻璃幕墙,113245,0/113204/113240/113245,"玻璃幕墙,Glass curtain wall"
幕墙工程师,幕墙方向,单元式幕墙,113247,0/113204/113240/113247,"单元式幕墙,Unitized curtain wall"
幕墙工程师,幕墙方向,石材幕墙,113248,0/113204/113240/113248,"石材幕墙,Stone curtain wall"
BIM工程师,设计软件,CAD,113268,0/113266/113267/113268,CAD
BIM工程师,设计软件,AFES,113269,0/113266/113267/113269,AFES
BIM工程师,建筑设计职能,钢结构设计师,113271,0/113266/113270/113271,"钢结构设计师,Steel structure designer"
BIM工程师,建筑设计职能,建筑结构设计师,113272,0/113266/113270/113272,"建筑结构设计师,Architectural Structure Designer"
BIM工程师,建筑工程职能,路桥工程师,113274,0/113266/113273/113274,"路桥工程师,Road and Bridge Engineer"
BIM工程师,建筑工程职能,隧道工程师,113275,0/113266/113273/113275,"隧道工程师,Tunnel Engineer"
BIM工程师,地产业态,工业地产,113277,0/113266/113276/113277,"工业地产,Industrial real estate"
BIM工程师,地产业态,办公地产,113278,0/113266/113276/113278,"办公地产,Office real estate"
BIM工程师,地产业态,文旅地产,113279,0/113266/113276/113279,"文旅地产,Cultural and Tourism Real Estate"
BIM工程师,地产业态,综合体,113280,0/113266/113276/113280,"综合体,Complex"
BIM工程师,地产业态,商业地产,113281,0/113266/113276/113281,"商业地产,Commercial real estate"
BIM工程师,地产业态,海外地产,113282,0/113266/113276/113282,"海外地产,Overseas real estate"
BIM工程师,地产业态,旧改项目,113284,0/113266/113276/113284,"旧改项目,Urban Renewal Project"
BIM工程师,地产业态,酒店公寓,113285,0/113266/113276/113285,"酒店公寓,Hotel Apartment"
BIM工程师,地产业态,住宅地产,113286,0/113266/113276/113286,"住宅地产,Residential Real Estate"
BIM工程师,BIM方向,建筑BIM,113288,0/113266/113287/113288,"建筑BIM,Building BIM"
BIM工程师,BIM方向,机电BIM,113289,0/113266/113287/113289,"机电BIM,Mechanical and Electrical BIM"
BIM工程师,BIM方向,结构BIM,113290,0/113266/113287/113290,"结构BIM,Structural BIM"
BIM工程师,BIM方向,给排水BIM,113291,0/113266/113287/113291,"给排水BIM,Water supply and drainage BIM"
BIM工程师,建筑类型,绿色建筑,113293,0/113266/113292/113293,"绿色建筑,Green Building"
BIM工程师,建筑类型,装配式建筑,113294,0/113266/113292/113294,"装配式建筑,Prefabricated Buildings"
BIM工程师,建筑类型,农业建筑,113295,0/113266/113292/113295,"农业建筑,Agricultural buildings"
BIM工程师,建筑类型,历史建筑,113296,0/113266/113292/113296,"历史建筑,Historic buildings"
BIM工程师,建筑类型,公共建筑,113298,0/113266/113292/113298,"公共建筑,Public buildings"
BIM工程师,建筑类型,智能建筑,113299,0/113266/113292/113299,"智能建筑,Intelligent Buildings"
BIM工程师,建筑软件,神机妙算,113301,0/113266/113300/113301,"神机妙算,Shengjimiaosuan"
BIM工程师,建筑软件,ArchiCAD,113302,0/113266/113300/113302,ArchiCAD
BIM工程师,建筑软件,天正,113303,0/113266/113300/113303,"天正,TArch"
BIM工程师,建筑软件,广联达,113305,0/113266/113300/113305,"广联达,Glodon"
BIM工程师,建筑软件,Tekla,113306,0/113266/113300/113306,Tekla
BIM工程师,建筑软件,DIALux,113307,0/113266/113300/113307,DIALux
BIM工程师,建筑软件,Revit,113308,0/113266/113300/113308,Revit
BIM工程师,建筑软件,斯维尔,113309,0/113266/113300/113309,"斯维尔,THSWARE"
BIM工程师,建筑软件,品茗,113310,0/113266/113300/113310,"品茗,Pinming"
BIM工程师,建筑软件,PKPM,113311,0/113266/113300/113311,PKPM
BIM工程师,建筑软件,Navisworks,113312,0/113266/113300/113312,Navisworks
消防工程师,设计软件,CAD,113332,0/113330/113331/113332,CAD
消防工程师,设计软件,AFES,113333,0/113330/113331/113333,AFES
消防工程师,地产业态,工业地产,113335,0/113330/113334/113335,"工业地产,Industrial real estate"
消防工程师,地产业态,办公地产,113336,0/113330/113334/113336,"办公地产,Office real estate"
消防工程师,地产业态,文旅地产,113337,0/113330/113334/113337,"文旅地产,Cultural and Tourism Real Estate"
消防工程师,地产业态,综合体,113338,0/113330/113334/113338,"综合体,Complex"
消防工程师,地产业态,商业地产,113339,0/113330/113334/113339,"商业地产,Commercial real estate"
消防工程师,地产业态,海外地产,113340,0/113330/113334/113340,"海外地产,Overseas real estate"
消防工程师,地产业态,旧改项目,113342,0/113330/113334/113342,"旧改项目,Urban Renewal Project"
消防工程师,地产业态,酒店公寓,113343,0/113330/113334/113343,"酒店公寓,Hotel Apartment"
消防工程师,地产业态,住宅地产,113344,0/113330/113334/113344,"住宅地产,Residential Real Estate"
消防工程师,建筑类型,绿色建筑,113346,0/113330/113345/113346,"绿色建筑,Green Building"
消防工程师,建筑类型,装配式建筑,113347,0/113330/113345/113347,"装配式建筑,Prefabricated Buildings"
消防工程师,建筑类型,农业建筑,113348,0/113330/113345/113348,"农业建筑,Agricultural buildings"
消防工程师,建筑类型,历史建筑,113349,0/113330/113345/113349,"历史建筑,Historic buildings"
消防工程师,建筑类型,公共建筑,113351,0/113330/113345/113351,"公共建筑,Public buildings"
消防工程师,建筑类型,智能建筑,113352,0/113330/113345/113352,"智能建筑,Intelligent Buildings"
地产招投标,标书方向,资信标,113358,0/113356/113357/113358,"资信标,Credit Mark"
地产招投标,标书方向,物业招投标,113359,0/113356/113357/113359,"物业招投标,Property bidding"
地产招投标,标书方向,技术标,113360,0/113356/113357/113360,"技术标,Technical Standard"
地产招投标,标书方向,电子标,113361,0/113356/113357/113361,"电子标,Electronic Label"
地产招投标,标书方向,商务标,113362,0/113356/113357/113362,"商务标,Business logo"
地产招投标,标书方向,经济标,113363,0/113356/113357/113363,"经济标,Economic Standard"
地产招投标,地产规划职能,投资拓展,113365,0/113356/113364/113365,"投资拓展,Investment expansion"
地产招投标,地产规划职能,报批报建,113366,0/113356/113364/113366,"报批报建,Permitting & Approval"
地产招投标,地产规划职能,地产评估,113367,0/113356/113364/113367,"地产评估,Real estate appraisal"
地产招投标,地产业态,工业地产,113369,0/113356/113368/113369,"工业地产,Industrial real estate"
地产招投标,地产业态,办公地产,113370,0/113356/113368/113370,"办公地产,Office real estate"
地产招投标,地产业态,别墅地产,113371,0/113356/113368/113371,"别墅地产,Villa real estate"
地产招投标,地产业态,文旅地产,113372,0/113356/113368/113372,"文旅地产,Cultural and Tourism Real Estate"
地产招投标,地产业态,综合体,113373,0/113356/113368/113373,"综合体,Complex"
地产招投标,地产业态,商业地产,113374,0/113356/113368/113374,"商业地产,Commercial real estate"
地产招投标,地产业态,海外地产,113375,0/113356/113368/113375,"海外地产,Overseas real estate"
地产招投标,地产业态,旧改项目,113377,0/113356/113368/113377,"旧改项目,Urban Renewal Project"
地产招投标,地产业态,酒店公寓,113378,0/113356/113368/113378,"酒店公寓,Hotel Apartment"
地产招投标,地产业态,住宅地产,113379,0/113356/113368/113379,"住宅地产,Residential Real Estate"
地产招投标,建筑类型,绿色建筑,113381,0/113356/113380/113381,"绿色建筑,Green Building"
地产招投标,建筑类型,装配式建筑,113382,0/113356/113380/113382,"装配式建筑,Prefabricated Buildings"
地产招投标,建筑类型,农业建筑,113383,0/113356/113380/113383,"农业建筑,Agricultural buildings"
地产招投标,建筑类型,历史建筑,113384,0/113356/113380/113384,"历史建筑,Historic buildings"
地产招投标,建筑类型,公共建筑,113386,0/113356/113380/113386,"公共建筑,Public buildings"
地产招投标,建筑类型,智能建筑,113387,0/113356/113380/113387,"智能建筑,Intelligent Buildings"
地产招投标,建筑软件,神机妙算,113389,0/113356/113388/113389,"神机妙算,Shengjimiaosuan"
地产招投标,建筑软件,广联达,113390,0/113356/113388/113390,"广联达,Glodon"
地产项目管理,地产规划职能,投资拓展,113422,0/113409/113421/113422,"投资拓展,Investment expansion"
地产项目管理,地产规划职能,报批报建,113423,0/113409/113421/113423,"报批报建,Permitting & Approval"
地产项目管理,建筑施工职能,建筑工程管理,113425,0/113409/113424/113425,"建筑工程管理,Construction Project Management"
地产项目管理,建筑施工职能,装修工程管理,113426,0/113409/113424/113426,"装修工程管理,Renovation project management"
地产项目管理,建筑施工职能,建筑施工现场管理,113427,0/113409/113424/113427,"建筑施工现场管理,Construction site management"
地产项目管理,地产业态,工业地产,113429,0/113409/113428/113429,"工业地产,Industrial real estate"
地产项目管理,地产业态,办公地产,113430,0/113409/113428/113430,"办公地产,Office real estate"
地产项目管理,地产业态,别墅地产,113431,0/113409/113428/113431,"别墅地产,Villa real estate"
地产项目管理,地产业态,文旅地产,113432,0/113409/113428/113432,"文旅地产,Cultural and Tourism Real Estate"
地产项目管理,地产业态,综合体,113433,0/113409/113428/113433,"综合体,Complex"
地产项目管理,地产业态,商业地产,113434,0/113409/113428/113434,"商业地产,Commercial real estate"
地产项目管理,地产业态,海外地产,113435,0/113409/113428/113435,"海外地产,Overseas real estate"
地产项目管理,地产业态,旧改项目,113437,0/113409/113428/113437,"旧改项目,Urban Renewal Project"
地产项目管理,地产业态,酒店公寓,113438,0/113409/113428/113438,"酒店公寓,Hotel Apartment"
地产项目管理,地产业态,住宅地产,113439,0/113409/113428/113439,"住宅地产,Residential Real Estate"
地产项目管理,建筑类型,绿色建筑,113441,0/113409/113440/113441,"绿色建筑,Green Building"
地产项目管理,建筑类型,装配式建筑,113442,0/113409/113440/113442,"装配式建筑,Prefabricated Buildings"
地产项目管理,建筑类型,农业建筑,113443,0/113409/113440/113443,"农业建筑,Agricultural buildings"
地产项目管理,建筑类型,历史建筑,113444,0/113409/113440/113444,"历史建筑,Historic buildings"
地产项目管理,建筑类型,公共建筑,113446,0/113409/113440/113446,"公共建筑,Public buildings"
地产项目管理,建筑类型,智能建筑,113447,0/113409/113440/113447,"智能建筑,Intelligent Buildings"
地产项目管理,建筑软件,神机妙算,113449,0/113409/113448/113449,"神机妙算,Shengjimiaosuan"
地产项目管理,建筑软件,ArchiCAD,113450,0/113409/113448/113450,ArchiCAD
地产项目管理,建筑软件,天正,113451,0/113409/113448/113451,"天正,TArch"
地产项目管理,建筑软件,广联达,113453,0/113409/113448/113453,"广联达,Glodon"
地产项目管理,建筑软件,Tekla,113454,0/113409/113448/113454,Tekla
地产项目管理,建筑软件,DIALux,113455,0/113409/113448/113455,DIALux
地产项目管理,建筑软件,Revit,113456,0/113409/113448/113456,Revit
地产项目管理,建筑软件,斯维尔,113457,0/113409/113448/113457,"斯维尔,THSWARE"
地产项目管理,建筑软件,品茗,113458,0/113409/113448/113458,"品茗,Pinming"
地产项目管理,建筑软件,PKPM,113459,0/113409/113448/113459,PKPM
