"一级","二级","职位名","职位id","职位编码","别名"
服务业,其他服务业职位,花艺师,110559,"0/105801/107006/110559","花艺师,Florist"
服务业,其他服务业职位,网吧网管,110561,"0/105801/107006/110561","网吧网管,Internet cafe administrator"
服务业,其他服务业职位,验光师,110562,"0/105801/107006/110562","验光师,Optometrist"
服务业,烹饪/料理/食品研发,服务员,110566,"0/105801/105942/110566","服务员,waiter"
服务业,烹饪/料理/食品研发,收银,110567,"0/105801/105942/110567","收银,Cashier"
服务业,烹饪/料理/食品研发,礼仪/迎宾/接待,110568,"0/105801/105942/110568","礼仪/迎宾/接待,Etiquette/Greeter/Receptionist"
服务业,烹饪/料理/食品研发,餐饮学徒,110571,"0/105801/105942/110571","餐饮学徒,Catering Apprentice"
服务业,烹饪/料理/食品研发,烧烤师傅,110574,"0/105801/105942/110574","烧烤师傅,Barbecue Cook"
服务业,烹饪/料理/食品研发,日料厨师,110576,"0/105801/105942/110576","日料厨师,Japanese Cuisine Chef"
服务业,烹饪/料理/食品研发,凉菜厨师,110577,"0/105801/105942/110577","凉菜厨师,Cold Dishes Chef"
服务业,烹饪/料理/食品研发,后厨,110579,"0/105801/105942/110579","后厨,Kitchen"
服务业,烹饪/料理/食品研发,配菜打荷,110580,"0/105801/105942/110580","配菜打荷,Kitchen Helper"
服务业,烹饪/料理/食品研发,洗碗工,110581,"0/105801/105942/110581","洗碗工,Dishwasher"
服务业,烹饪/料理/食品研发,水台,110582,"0/105801/105942/110582","水台,Water platform"
服务业,烹饪/料理/食品研发,餐饮店长,110584,"0/105801/105942/110584","餐饮店长,Catering Store Manager"
服务业,烹饪/料理/食品研发,餐饮前厅经理/领班,110585,"0/105801/105942/110585","餐饮前厅经理/领班,Catering Front Office Manager/Foreman"
服务业,烹饪/料理/食品研发,餐饮储备店长/干部,110586,"0/105801/105942/110586","餐饮储备店长/干部,Catering reserve store manager/cadre"
服务业,烹饪/料理/食品研发,厨师长,110587,"0/105801/105942/110587","厨师长,Head Chef"
服务业,烹饪/料理/食品研发,行政总厨,110588,"0/105801/105942/110588","行政总厨,Executive Head chef"
服务业,烹饪/料理/食品研发,咖啡师,110590,"0/105801/105942/110590","咖啡师,Barista"
服务业,烹饪/料理/食品研发,茶艺师,110591,"0/105801/105942/110591","茶艺师,Tea Artist"
服务业,烹饪/料理/食品研发,奶茶店店员,110592,"0/105801/105942/110592","奶茶店店员,Milk tea shop clerk"
服务业,烹饪/料理/食品研发,调酒师,110593,"0/105801/105942/110593","调酒师,Bartender"
服务业,烹饪/料理/食品研发,面包/烘焙师,110594,"0/105801/105942/110594","面包/烘焙师,Bread/bakery Chef"
服务业,烹饪/料理/食品研发,蛋糕/裱花师,110595,"0/105801/105942/110595","蛋糕/裱花师,Cake/Decorator"
服务业,商超/酒店/娱乐管理/服务,礼仪/迎宾/接待,110601,"0/105801/105818/110601","礼仪/迎宾/接待,Etiquette/Greeter/Receptionist"
服务业,商超/酒店/娱乐管理/服务,酒店经理,110603,"0/105801/105818/110603","酒店经理,Hotel Manager"
服务业,商超/酒店/娱乐管理/服务,酒店前厅经理,110604,"0/105801/105818/110604","酒店前厅经理,Hotel Front Office Manager"
服务业,商超/酒店/娱乐管理/服务,客房经理,110605,"0/105801/105818/110605","客房经理,Guest Room Manager"
服务业,商超/酒店/娱乐管理/服务,民宿管家,110606,"0/105801/105818/110606","民宿管家,Homestay Manager"
服务业,旅游/度假/出入境服务,导游,110609,"0/105801/105925/110609","导游,Tour Guide"
服务业,旅游/度假/出入境服务,讲解员,110610,"0/105801/105925/110610","讲解员,Interpreter"
服务业,旅游/度假/出入境服务,计调,110611,"0/105801/105925/110611","计调,Planning"
服务业,旅游/度假/出入境服务,票务员,110612,"0/105801/105925/110612","票务员,Ticket Agent"
服务业,旅游/度假/出入境服务,签证专员,110613,"0/105801/105925/110613","签证专员,Visa Specialist"
服务业,旅游/度假/出入境服务,旅游产品经理,110615,"0/105801/105925/110615","旅游产品经理,Travel Product Manager"
服务业,旅游/度假/出入境服务,旅游策划师,110616,"0/105801/105925/110616","旅游策划师,Travel Planner"
咨询/法律/教育/翻译,教育/培训,教师,110621,"0/102601/105701/110621","教师,teacher"
咨询/法律/教育/翻译,教育/培训,助教,110622,"0/102601/105701/110622","助教,Teaching Assistant"
咨询/法律/教育/翻译,教育/培训,体育教师/体育教练,110626,"0/102601/105701/110626","体育教师/体育教练,Physical Education Teacher/Sports Coach"
咨询/法律/教育/翻译,教育/培训,英语教师,110627,"0/102601/105701/110627","英语教师,English Teacher"
咨询/法律/教育/翻译,教育/培训,数学教师,110628,"0/102601/105701/110628","数学教师,Mathematics Teacher"
咨询/法律/教育/翻译,教育/培训,语文教师,110629,"0/102601/105701/110629","语文教师,Chinese Language Teacher"
咨询/法律/教育/翻译,教育/培训,物理教师,110630,"0/102601/105701/110630","物理教师,Physics Teacher"
咨询/法律/教育/翻译,教育/培训,化学教师,110631,"0/102601/105701/110631","化学教师,Chemistry teacher"
咨询/法律/教育/翻译,教育/培训,生物教师,110632,"0/102601/105701/110632","生物教师,Biology teacher"
咨询/法律/教育/翻译,教育/培训,日语教师,110633,"0/102601/105701/110633","日语教师,Japanese Teachers"
咨询/法律/教育/翻译,教育/培训,托管老师,110635,"0/102601/105701/110635","托管老师,Custodian"
咨询/法律/教育/翻译,教育/培训,早教老师,110636,"0/102601/105701/110636","早教老师,Early Education teacher"
咨询/法律/教育/翻译,教育/培训,就业老师,110640,"0/102601/105701/110640","就业老师,Employment Teacher"
咨询/法律/教育/翻译,教育/培训,其他外语教师,110643,"0/102601/105701/110643","其他外语教师,Other foreign language teachers"
咨询/法律/教育/翻译,教育/培训,感统训练教师,110644,"0/102601/105701/110644","感统训练教师,Sensory training teacher"
咨询/法律/教育/翻译,教育/培训,地理教师,110645,"0/102601/105701/110645","地理教师,Geography Teacher"
咨询/法律/教育/翻译,教育/培训,教务管理,110647,"0/102601/105701/110647","教务管理,Educational Affairs Management"
咨询/法律/教育/翻译,教育/培训,班主任/辅导员,110648,"0/102601/105701/110648","班主任/辅导员,Class teacher/counselor"
咨询/法律/教育/翻译,教育/培训,园长/副园长,110650,"0/102601/105701/110650","园长/副园长,Principal/Deputy principal"
咨询/法律/教育/翻译,教育/培训,教学管理,110651,"0/102601/105701/110651","教学管理,Teaching Management"
咨询/法律/教育/翻译,教育/培训,健身教练,110653,"0/102601/105701/110653","健身教练,Fitness Coach"
咨询/法律/教育/翻译,教育/培训,篮球教练,110654,"0/102601/105701/110654","篮球教练,Basketball Coach"
咨询/法律/教育/翻译,教育/培训,乒乓球教练,110655,"0/102601/105701/110655","乒乓球教练,Table tennis coach"
咨询/法律/教育/翻译,教育/培训,足球教练,110656,"0/102601/105701/110656","足球教练,Football Coach"
咨询/法律/教育/翻译,教育/培训,羽毛球教练,110657,"0/102601/105701/110657","羽毛球教练,Badminton coach"
咨询/法律/教育/翻译,教育/培训,跆拳道教练,110658,"0/102601/105701/110658","跆拳道教练,Taekwondo coach"
咨询/法律/教育/翻译,教育/培训,武术教练,110659,"0/102601/105701/110659","武术教练,Martial Arts Coach"
咨询/法律/教育/翻译,教育/培训,瑜伽老师,110660,"0/102601/105701/110660","瑜伽老师,Yoga Teacher"
咨询/法律/教育/翻译,教育/培训,游泳教练,110661,"0/102601/105701/110661","游泳教练,Swimming Coach"
咨询/法律/教育/翻译,教育/培训,轮滑教练,110662,"0/102601/105701/110662","轮滑教练,Roller skating coach"
咨询/法律/教育/翻译,教育/培训,书法教师,110665,"0/102601/105701/110665","书法教师,Calligraphy teacher"
咨询/法律/教育/翻译,教育/培训,播音主持教师,110666,"0/102601/105701/110666","播音主持教师,Broadcasting and hosting teacher"
咨询/法律/教育/翻译,教育/培训,表演教师,110667,"0/102601/105701/110667","表演教师,Performing Arts Teacher"
咨询/法律/教育/翻译,教育/培训,钢琴教师,110668,"0/102601/105701/110668","钢琴教师,Piano Teacher"
咨询/法律/教育/翻译,教育/培训,古筝教师,110669,"0/102601/105701/110669","古筝教师,Guzheng Teacher"
咨询/法律/教育/翻译,教育/培训,吉他教师,110670,"0/102601/105701/110670","吉他教师,Guitar Teacher"
咨询/法律/教育/翻译,教育/培训,架子鼓老师,110671,"0/102601/105701/110671","架子鼓老师,Drum teacher"
咨询/法律/教育/翻译,教育/培训,围棋老师,110672,"0/102601/105701/110672","围棋老师,Go teacher"
咨询/法律/教育/翻译,教育/培训,乐高教师,110674,"0/102601/105701/110674","乐高教师,Lego Teacher"
咨询/法律/教育/翻译,教育/培训,机器人教师,110675,"0/102601/105701/110675","机器人教师,Robot Teacher"
咨询/法律/教育/翻译,教育/培训,少儿编程老师,110676,"0/102601/105701/110676","少儿编程老师,Children's programming teacher"
咨询/法律/教育/翻译,教育/培训,培训师,110678,"0/102601/105701/110678","培训师,Trainer"
咨询/法律/教育/翻译,教育/培训,拓展培训,110679,"0/102601/105701/110679","拓展培训,Development training"
咨询/法律/教育/翻译,教育/培训,财会培训讲师,110680,"0/102601/105701/110680","财会培训讲师,Accounting training lecturer"
咨询/法律/教育/翻译,教育/培训,PHP培训讲师,110682,"0/102601/105701/110682","PHP培训讲师,PHP training instructor"
咨询/法律/教育/翻译,教育/培训,JAVA培训讲师,110683,"0/102601/105701/110683","JAVA培训讲师,JAVA training instructor"
咨询/法律/教育/翻译,教育/培训,C++培训讲师,110684,"0/102601/105701/110684","C++培训讲师,C++ training instructor"
咨询/法律/教育/翻译,教育/培训,UI设计培训讲师,110685,"0/102601/105701/110685","UI设计培训讲师,UI design training instructor"
咨询/法律/教育/翻译,教育/培训,Web前端培训讲师,110686,"0/102601/105701/110686","Web前端培训讲师,Web front-end training instructor"
咨询/法律/教育/翻译,教育/培训,软件测试培训讲师,110687,"0/102601/105701/110687","软件测试培训讲师,Software testing training lecturer"
咨询/法律/教育/翻译,教育/培训,动漫培训讲师,110688,"0/102601/105701/110688","动漫培训讲师,Animation training instructor"
咨询/法律/教育/翻译,教育/培训,Unity 3D培训讲师,110689,"0/102601/105701/110689","Unity 3D培训讲师,Unity 3D training instructor"
咨询/法律/教育/翻译,教育/培训,Android培训讲师,110690,"0/102601/105701/110690","Android培训讲师,Android training instructor"
咨询/法律/教育/翻译,教育/培训,.NET培训讲师,110691,"0/102601/105701/110691",".NET培训讲师,.NET training instructor"
咨询/法律/教育/翻译,教育/培训,iOS培训讲师,110692,"0/102601/105701/110692","iOS培训讲师,iOS training instructor"
咨询/法律/教育/翻译,教育/培训,课程顾问,110695,"0/102601/105701/110695","课程顾问,Course Consultant"
咨询/法律/教育/翻译,教育/培训,招生顾问,110696,"0/102601/105701/110696","招生顾问,Admissions Counselor"
咨询/法律/教育/翻译,教育/培训,留学顾问,110697,"0/102601/105701/110697","留学顾问,Study Abroad Consultant"
咨询/法律/教育/翻译,教育/培训,课程设计,110700,"0/102601/105701/110700","课程设计,Course Designer"
咨询/法律/教育/翻译,教育/培训,课程编辑,110701,"0/102601/105701/110701","课程编辑,Course Editor"
咨询/法律/教育/翻译,教育/培训,培训研究,110703,"0/102601/105701/110703","培训研究,Training Research"
咨询/法律/教育/翻译,教育/培训,其他教育产品研发职位,110704,"0/102601/105701/110704","其他教育产品研发职位,Other Education Product R&D Positions"
传媒/印刷/艺术/设计,视觉/交互设计,平面设计,110709,"0/105835/107007/110709","平面设计,graphic design"
传媒/印刷/艺术/设计,视觉/交互设计,美工,110710,"0/105835/107007/110710","美工,Art designer"
传媒/印刷/艺术/设计,视觉/交互设计,设计师助理,110711,"0/105835/107007/110711","设计师助理,Designer Assistant"
传媒/印刷/艺术/设计,视觉/交互设计,CAD设计/制图,110712,"0/105835/107007/110712","CAD设计/制图,CAD绘图员,CAD design/drawing"
传媒/印刷/艺术/设计,视觉/交互设计,UI设计师,110713,"0/105835/107007/110713","UI设计师,UI Designer"
传媒/印刷/艺术/设计,视觉/交互设计,视觉设计师,110714,"0/105835/107007/110714","视觉设计师,Visual Designer"
